date,t2m_C
2013-08-01,6.588210993250357
2013-09-01,8.56075871240904
2013-10-01,10.70016573963187
2013-11-01,12.125506312222626
2013-12-01,10.777505105918124
2014-01-01,9.623606386483402
2014-02-01,9.987596448022543
2014-03-01,10.169228351953052
2014-04-01,10.05869755713394
2014-05-01,7.203620223577786
2014-06-01,6.607198546237726
2014-07-01,5.565863146030665
2014-08-01,7.209635831978119
2014-09-01,9.245695927828422
2014-10-01,10.703997254957017
2014-11-01,12.16827343713544
2014-12-01,12.512792422218126
2015-01-01,9.549034639330955
2015-02-01,10.161437499183933
2015-03-01,9.804744784798686
2015-04-01,8.860393094478638
2015-05-01,6.596112135505962
2015-06-01,6.7411441682642135
2015-07-01,5.299327300622622
2015-08-01,7.05521216259433
2015-09-01,9.243884163370296
2015-10-01,10.996621907591248
2015-11-01,12.078961531357265
2015-12-01,13.051422649515018
2016-01-01,12.119257787589788
2016-02-01,11.352915090991132
2016-03-01,11.899022606400138
2016-04-01,10.514894651755355
2016-05-01,8.171212343774755
2016-06-01,5.99949149797078
2016-07-01,6.412987128041834
2016-08-01,7.476364117135745
2016-09-01,9.497464423519261
2016-10-01,10.659779844311117
2016-11-01,11.644571908948137
2016-12-01,12.16487675599609
2017-01-01,10.537429810220658
2017-02-01,11.56977504811266
2017-03-01,9.78769953008657
2017-04-01,9.200354954853708
2017-05-01,7.743670619755619
2017-06-01,5.805927906576301
2017-07-01,6.277256099352314
2017-08-01,7.560366700582165
2017-09-01,9.432701180217634
2017-10-01,11.045455412137187
2017-11-01,12.678443522710324
2017-12-01,11.524418985049408
2018-01-01,10.29544525249554
2018-02-01,9.54256557839858
2018-03-01,9.586722891463296
2018-04-01,9.46599401841047
2018-05-01,7.592646954381621
2018-06-01,5.976263017941392
2018-07-01,6.3133720629480194
2018-08-01,5.770547189338117
2018-09-01,9.081739467998034
2018-10-01,11.727437857773737
2018-11-01,12.811485373938126
2018-12-01,11.670488897668008
2019-01-01,10.72772684212066
2019-02-01,10.321465275310118
2019-03-01,10.728644744415874
2019-04-01,9.588928789856936
2019-05-01,8.044093390767728
2019-06-01,6.998728076846703
2019-07-01,5.920543484272969
2019-08-01,7.434718160571663
2019-09-01,9.557969149514292
2019-10-01,11.169704113738362
2019-11-01,11.96493055176228
2019-12-01,12.435916431795192
2020-01-01,11.135862416409793
2020-02-01,11.12141865544038
2020-03-01,10.237519510871948
2020-04-01,9.466827139642646
2020-05-01,8.38400359245793
2020-06-01,6.937516520246902
2020-07-01,5.926900740137
2020-08-01,8.05086922468439
2020-09-01,9.724660107499346
2020-10-01,11.05676909229976
2020-11-01,12.388955780899607
2020-12-01,12.123745468120092
2021-01-01,9.93703046338669
2021-02-01,10.938907689782354
2021-03-01,9.430071406563968
2021-04-01,8.871093570050846
2021-05-01,8.052949126689327
2021-06-01,5.372751207064027
2021-07-01,6.772943425205426
2021-08-01,6.896416080885274
