valid_time,number,expver,tp,tp_mm
1982-05-01,0,0001,0.00012818771092317456,3.9738190386184113
1982-06-01,0,0001,1.733335929779039e-05,0.5200007789337118
1982-07-01,0,0001,6.529100807250559e-06,0.20240212502476734
1982-08-01,0,0001,0.00011953284198361276,3.7055181014919953
1982-09-01,0,0001,0.0008669680984048746,26.00904295214624
1982-10-01,0,0001,0.0012161060516889435,37.699287602357245
1982-11-01,0,0001,0.002572215207532274,77.16645622596822
1982-12-01,0,0001,0.0024457858278162585,75.81936066230402
1983-01-01,0,0001,0.0029541471099209784,91.57856040755033
1983-02-01,0,0001,0.003965546347687929,111.03529773526202
1983-03-01,0,0001,0.000602438281761395,18.675586734603243
1983-04-01,0,0001,0.0007111636236564881,21.33490870969464
1983-05-01,0,0001,0.00016625640036554325,5.153948411331841
1983-06-01,0,0001,2.9122656762710046e-05,0.8736797028813014
1983-07-01,0,0001,7.211243065506939e-05,2.235485350307151
1983-08-01,0,0001,0.0004700721216334978,14.57223577063843
1983-09-01,0,0001,0.0010961156014369254,32.88346804310776
1983-10-01,0,0001,0.0006359253418544478,19.713685597487885
1983-11-01,0,0001,0.001268483459791847,38.05450379375541
1983-12-01,0,0001,0.004352316237547482,134.92180336397195
1984-01-01,0,0001,0.009220234913016769,285.82728230351984
1984-02-01,0,0001,0.007647313229616223,221.77208365887046
1984-03-01,0,0001,0.005122697246945952,158.80361465532454
1984-04-01,0,0001,0.0003981574529209083,11.94472358762725
1984-05-01,0,0001,4.4073639088732106e-05,1.3662828117506953
1984-06-01,0,0001,0.0004347065464499709,13.041196393499128
1984-07-01,0,0001,3.2845897110633055e-05,1.0182228104296247
1984-08-01,0,0001,0.0011124510639789562,34.48598298334765
1984-09-01,0,0001,0.0002172775420362922,6.518326261088766
1984-10-01,0,0001,0.0023877471612416845,74.02016199849223
1984-11-01,0,0001,0.004894960549614618,146.84881648843853
1984-12-01,0,0001,0.0031632223360424476,98.05989241731587
1985-01-01,0,0001,0.007659918903585567,237.4574860111526
1985-02-01,0,0001,0.0056017664759879324,156.8494613276621
1985-03-01,0,0001,0.003817785888086988,118.35136253069663
1985-04-01,0,0001,0.0031737354223697685,95.21206267109305
1985-05-01,0,0001,0.0002618868974509444,8.118493820979277
1985-06-01,0,0001,0.0004224998420255809,12.674995260767426
1985-07-01,0,0001,0.00011779477235813894,3.6516379431023074
1985-08-01,0,0001,0.00022207460782435219,6.884312842554918
1985-09-01,0,0001,0.0006847046318647514,20.541138955942543
1985-10-01,0,0001,0.0007156808353474324,22.186105895770403
1985-11-01,0,0001,0.006037361861682294,181.1208558504688
1985-12-01,0,0001,0.007586056448626628,235.16774990742547
1986-01-01,0,0001,0.005958877689088466,184.72520836174246
1986-02-01,0,0001,0.006889224789367321,192.89829410228498
1986-03-01,0,0001,0.00466844874587977,144.72191112227287
1986-04-01,0,0001,0.001057866542269718,31.735996268091537
1986-05-01,0,0001,0.00036364542641033657,11.273008218720433
1986-06-01,0,0001,3.457662218613012e-05,1.0372986655839036
1986-07-01,0,0001,3.206843915092454e-05,0.9941216136786608
1986-08-01,0,0001,0.00013103344051314085,4.062036655907367
1986-09-01,0,0001,0.00019625915861171294,5.887774758351388
1986-10-01,0,0001,0.0006618904125262022,20.518602788312265
1986-11-01,0,0001,0.0017912303624349722,53.73691087304917
1986-12-01,0,0001,0.006620268084314878,205.22831061376124
1987-01-01,0,0001,0.008856585170728997,274.5541402925989
1987-02-01,0,0001,0.0019240631912760093,53.873769355728264
1987-03-01,0,0001,0.004055450517475514,125.71896604174093
1987-04-01,0,0001,0.0008473626168467656,25.420878505402968
1987-05-01,0,0001,0.00021547612638528172,6.679759917943733
1987-06-01,0,0001,0.0004039082531327311,12.117247593981933
1987-07-01,0,0001,0.00022557057525746536,6.992687832981426
1987-08-01,0,0001,3.535039940628014e-05,1.0958623815946844
1987-09-01,0,0001,0.0005987927871416949,17.963783614250847
1987-10-01,0,0001,0.0014818703710685734,45.937981503125776
1987-11-01,0,0001,0.002854539370703974,85.63618112111924
1987-12-01,0,0001,0.0016643739319622426,51.595591890829525
1988-01-01,0,0001,0.008503715470873268,263.6151795970713
